seqnames	start	end	width	strand	source	type	score	phase	gene_id	gene_type	gene_name	level	havana_gene	tag
1	44086613	44102441	15829	-	HAVANA	gene	NA	NA	ENSMUSG00000026049.11	protein_coding	Tex30	2	OTTMUSG00000034051.3	overlapping_locus
1	44106546	44118808	12263	-	HAVANA	gene	NA	NA	ENSMUSG00000026047.13	protein_coding	Kdelc1	2	OTTMUSG00000034049.3	overlapping_locus
1	44118957	44144770	25814	+	HAVANA	gene	NA	NA	ENSMUSG00000041684.11	protein_coding	Bivm	2	OTTMUSG00000023025.4	NA
1	44147744	44181260	33517	+	HAVANA	gene	NA	NA	ENSMUSG00000026048.16	protein_coding	Ercc5	2	OTTMUSG00000021431.3	NA
1	44204070	44218961	14892	-	HAVANA	gene	NA	NA	ENSMUSG00000046828.3	protein_coding	Mettl21e	2	OTTMUSG00000026594.2	NA
1	44551511	44796838	245328	+	HAVANA	gene	NA	NA	ENSMUSG00000056870.9	protein_coding	Gulp1	2	OTTMUSG00000030324.4	overlapping_locus
1	45311538	45349706	38169	+	HAVANA	gene	NA	NA	ENSMUSG00000026043.18	protein_coding	Col3a1	2	OTTMUSG00000021335.3	ncRNA_host
1	45374321	45503282	128962	-	HAVANA	gene	NA	NA	ENSMUSG00000026042.16	protein_coding	Col5a2	2	OTTMUSG00000021356.1	overlapping_locus
1	45795166	45823619	28454	+	HAVANA	gene	NA	NA	ENSMUSG00000025995.16	protein_coding	Wdr75	2	OTTMUSG00000022347.3	NA
1	45889525	45890273	749	-	HAVANA	gene	NA	NA	ENSMUSG00000098549.1	protein_coding	RP23-183P22.1	2	OTTMUSG00000035292.3	NA
1	45908068	45926523	18456	-	HAVANA	gene	NA	NA	ENSMUSG00000025993.10	protein_coding	Slc40a1	2	OTTMUSG00000046528.3	NA
1	46066315	46373546	307232	+	HAVANA	gene	NA	NA	ENSMUSG00000041144.10	protein_coding	Dnah7b	2	OTTMUSG00000046662.1	NA
1	46425592	46807476	381885	+	HAVANA	gene	NA	NA	ENSMUSG00000101337.6	protein_coding	Dnah7c	1	OTTMUSG00000046664.2	NA
1	46807544	46892852	85309	-	HAVANA	gene	NA	NA	ENSMUSG00000025986.6	protein_coding	Slc39a10	2	OTTMUSG00000021430.4	overlapping_locus
1	50900647	51187270	286624	+	HAVANA	gene	NA	NA	ENSMUSG00000026109.14	protein_coding	Tmeff2	1	OTTMUSG00000022395.3	overlapping_locus
1	51289126	51302960	13835	+	HAVANA	gene	NA	NA	ENSMUSG00000045954.7	protein_coding	Sdpr	2	OTTMUSG00000046712.1	NA
1	51465862	51478425	12564	-	HAVANA	gene	NA	NA	ENSMUSG00000026107.11	protein_coding	Nabp1	2	OTTMUSG00000046715.1	NA
1	51749765	51916071	166307	-	HAVANA	gene	NA	NA	ENSMUSG00000018417.14	protein_coding	Myo1b	1	OTTMUSG00000016470.4	overlapping_locus
1	51987148	52107189	120042	+	HAVANA	gene	NA	NA	ENSMUSG00000062939.11	protein_coding	Stat4	2	OTTMUSG00000046732.1	overlapping_locus
1	52119440	52161865	42426	+	HAVANA	gene	NA	NA	ENSMUSG00000026104.14	protein_coding	Stat1	1	OTTMUSG00000046734.2	overlapping_locus
1	52163448	52233232	69785	-	HAVANA	gene	NA	NA	ENSMUSG00000026103.14	protein_coding	Gls	2	OTTMUSG00000021410.6	NA
1	52457294	52500679	43386	-	HAVANA	gene	NA	NA	ENSMUSG00000002881.14	protein_coding	Nab1	2	OTTMUSG00000035900.4	NA
1	52630703	52651919	21217	+	HAVANA	gene	NA	NA	ENSMUSG00000043015.15	protein_coding	Tmem194b	2	OTTMUSG00000046917.1	NA
1	52656286	52727462	71177	-	HAVANA	gene	NA	NA	ENSMUSG00000041439.15	protein_coding	Mfsd6	2	OTTMUSG00000033382.3	overlapping_locus
1	52785427	52817688	32262	-	HAVANA	gene	NA	NA	ENSMUSG00000026102.9	protein_coding	Inpp1	2	OTTMUSG00000026596.5	NA
1	52844929	52920986	76058	+	HAVANA	gene	NA	NA	ENSMUSG00000041426.12	protein_coding	Hibch	1	OTTMUSG00000030558.2	NA
1	52922324	53020179	97856	-	HAVANA	gene	NA	NA	ENSMUSG00000043629.12	protein_coding	AC129337.1	2	OTTMUSG00000021472.2	NA
1	53061640	53068079	6440	+	HAVANA	gene	NA	NA	ENSMUSG00000026100.6	protein_coding	Mstn	2	OTTMUSG00000046890.1	NA
1	53158577	53187636	29060	-	HAVANA	gene	NA	NA	ENSMUSG00000060715.9	protein_coding	RP24-481M4.2	2	OTTMUSG00000046891.1	NA
1	53189187	53297018	107832	-	HAVANA	gene	NA	NA	ENSMUSG00000026098.13	protein_coding	Pms1	2	OTTMUSG00000021891.5	NA
1	53297095	53310309	13215	+	HAVANA	gene	NA	NA	ENSMUSG00000026097.9	protein_coding	Ormdl1	2	OTTMUSG00000021828.1	overlapping_locus
1	53297111	53318035	20925	+	HAVANA	gene	NA	NA	ENSMUSG00000100679.1	protein_coding	RP24-93I18.2	2	OTTMUSG00000046893.2	overlapping_locus
1	53313624	53326343	12720	+	HAVANA	gene	NA	NA	ENSMUSG00000026096.14	protein_coding	Osgepl1	2	OTTMUSG00000021889.2	overlapping_locus
1	53325507	53352667	27161	-	HAVANA	gene	NA	NA	ENSMUSG00000099913.1	protein_coding	RP24-93I18.4	2	OTTMUSG00000021618.7	overlapping_locus
1	53344617	53352752	8136	-	HAVANA	gene	NA	NA	ENSMUSG00000026095.15	protein_coding	Asnsd1	2	OTTMUSG00000046895.3	overlapping_locus
1	53397006	53706784	309779	-	HAVANA	gene	NA	NA	ENSMUSG00000096141.2	protein_coding	Dnah7a	2	OTTMUSG00000046899.1	ncRNA_host
1	53755506	53785224	29719	-	HAVANA	gene	NA	NA	ENSMUSG00000026094.14	protein_coding	Stk17b	2	OTTMUSG00000021434.3	NA
1	53806876	54195168	388293	-	HAVANA	gene	NA	NA	ENSMUSG00000042807.15	protein_coding	Hecw2	2	OTTMUSG00000029246.3	overlapping_locus
1	54250683	54368727	118045	+	HAVANA	gene	NA	NA	ENSMUSG00000025983.11	protein_coding	Ccdc150	2	OTTMUSG00000034794.2	NA
1	54396004	54438971	42968	-	HAVANA	gene	NA	NA	ENSMUSG00000041303.7	protein_coding	Gtf3c3	2	OTTMUSG00000046944.1	NA
1	54472994	54557684	84691	-	HAVANA	gene	NA	NA	ENSMUSG00000073678.4	protein_coding	Pgap1	2	OTTMUSG00000046957.1	overlapping_locus
1	54645340	54926387	281048	-	HAVANA	gene	NA	NA	ENSMUSG00000052331.14	protein_coding	Ankrd44	2	OTTMUSG00000042322.3	overlapping_locus
1	54985169	55027481	42313	-	HAVANA	gene	NA	NA	ENSMUSG00000025982.13	protein_coding	Sf3b1	2	OTTMUSG00000046964.1	NA
1	55052770	55072702	19933	+	HAVANA	gene	NA	NA	ENSMUSG00000025981.13	protein_coding	Coq10b	2	OTTMUSG00000046967.1	overlapping_locus
1	55077835	55088243	10409	-	HAVANA	gene	NA	NA	ENSMUSG00000025980.14	protein_coding	Hspd1	2	OTTMUSG00000021770.4	NA
1	55088132	55091307	3176	+	HAVANA	gene	NA	NA	ENSMUSG00000073676.4	protein_coding	Hspe1	2	OTTMUSG00000021821.1	NA
1	55131231	55154899	23669	+	HAVANA	gene	NA	NA	ENSMUSG00000025979.13	protein_coding	Mob4	2	OTTMUSG00000034749.4	NA
1	55170159	55226782	56624	-	HAVANA	gene	NA	NA	ENSMUSG00000025978.14	protein_coding	Rftn2	2	OTTMUSG00000021806.2	NA
1	55237177	55248470	11294	+	HAVANA	gene	NA	NA	ENSMUSG00000046994.9	protein_coding	Mars2	2	OTTMUSG00000046972.2	NA
1	55248658	55363469	114812	-	HAVANA	gene	NA	NA	ENSMUSG00000025977.15	protein_coding	Boll	2	OTTMUSG00000030118.9	NA
1	55405921	55754285	348365	+	HAVANA	gene	NA	NA	ENSMUSG00000038349.10	protein_coding	Plcl1	2	OTTMUSG00000046977.2	overlapping_locus
1	56636044	56637435	1392	-	HAVANA	gene	NA	NA	ENSMUSG00000045336.5	protein_coding	Hsfy2	2	OTTMUSG00000047042.1	NA
1	56793981	56978650	184670	-	HAVANA	gene	NA	NA	ENSMUSG00000038331.15	protein_coding	Satb2	2	OTTMUSG00000023028.5	overlapping_locus
1	57377620	57385423	7804	+	HAVANA	gene	NA	NA	ENSMUSG00000038323.3	protein_coding	RP24-77I21.3	2	OTTMUSG00000047047.1	NA
1	57388237	57407101	18865	-	HAVANA	gene	NA	NA	ENSMUSG00000048495.16	protein_coding	Tyw5	2	OTTMUSG00000029759.10	NA
1	57406328	57417953	11626	+	HAVANA	gene	NA	NA	ENSMUSG00000025971.6	protein_coding	Maip1	2	OTTMUSG00000029760.4	NA
1	57774162	57948394	174233	+	HAVANA	gene	NA	NA	ENSMUSG00000038305.15	protein_coding	Spats2l	2	OTTMUSG00000035161.9	NA
1	57955101	58018956	63856	-	HAVANA	gene	NA	NA	ENSMUSG00000054770.16	protein_coding	Kctd18	2	OTTMUSG00000035129.4	NA
1	57995971	58025899	29929	+	HAVANA	gene	NA	NA	ENSMUSG00000026039.9	protein_coding	Sgol2a	2	OTTMUSG00000021832.2	NA
1	58029931	58106413	76483	+	HAVANA	gene	NA	NA	ENSMUSG00000063558.4	protein_coding	Aox1	2	OTTMUSG00000029784.3	NA
1	58113130	58200698	87569	+	HAVANA	gene	NA	NA	ENSMUSG00000064294.12	protein_coding	Aox3	2	OTTMUSG00000021877.3	NA
1	58210397	58268597	58201	+	HAVANA	gene	NA	NA	ENSMUSG00000038242.12	protein_coding	Aox4	2	OTTMUSG00000026036.4	NA
1	58278326	58380259	101934	+	HAVANA	gene	NA	NA	ENSMUSG00000079554.2	protein_coding	Aox2	2	OTTMUSG00000047205.1	NA
1	58392898	58407353	14456	+	HAVANA	gene	NA	NA	ENSMUSG00000051223.14	protein_coding	Bzw1	2	OTTMUSG00000047207.2	NA
1	58410189	58424066	13878	-	HAVANA	gene	NA	NA	ENSMUSG00000026034.17	protein_coding	Clk1	2	OTTMUSG00000021803.4	NA
1	58430994	58445486	14493	-	HAVANA	gene	NA	NA	ENSMUSG00000026035.15	protein_coding	Ppil3	2	OTTMUSG00000021988.4	NA
1	58445151	58481816	36666	+	HAVANA	gene	NA	NA	ENSMUSG00000026036.17	protein_coding	Nif3l1	1	OTTMUSG00000021967.5	NA
1	58462771	58505109	42339	-	HAVANA	gene	NA	NA	ENSMUSG00000026037.14	protein_coding	Orc2	2	OTTMUSG00000021969.3	ncRNA_host
1	58522806	58586323	63518	-	HAVANA	gene	NA	NA	ENSMUSG00000038174.14	protein_coding	Fam126b	2	OTTMUSG00000026622.3	NA
1	58586384	58595964	9581	+	HAVANA	gene	NA	NA	ENSMUSG00000026032.8	protein_coding	Ndufb3	2	OTTMUSG00000026621.1	NA
1	58646903	58695989	49087	-	HAVANA	gene	NA	NA	ENSMUSG00000047528.13	protein_coding	Als2cr12	2	OTTMUSG00000047212.1	NA
1	58711508	58758884	47377	+	HAVANA	gene	NA	NA	ENSMUSG00000026031.15	protein_coding	Cflar	1	OTTMUSG00000019581.3	NA
1	58795374	58847503	52130	+	HAVANA	gene	NA	NA	ENSMUSG00000026029.14	protein_coding	Casp8	2	OTTMUSG00000047216.3	overlapping_locus
1	58900449	58973430	72982	-	HAVANA	gene	NA	NA	ENSMUSG00000026028.12	protein_coding	Trak2	1	OTTMUSG00000037699.3	NA
1	58973522	58995715	22194	+	HAVANA	gene	NA	NA	ENSMUSG00000026027.13	protein_coding	Stradb	2	OTTMUSG00000021303.2	NA
1	59050506	59094900	44395	-	HAVANA	gene	NA	NA	ENSMUSG00000072295.5	protein_coding	Als2cr11	2	OTTMUSG00000023125.1	NA
1	59100590	59120408	19819	-	HAVANA	gene	NA	NA	ENSMUSG00000038079.14	protein_coding	Tmem237	2	OTTMUSG00000047221.2	NA
1	59120935	59163389	42455	-	HAVANA	gene	NA	NA	ENSMUSG00000079550.9	protein_coding	Mpp4	2	OTTMUSG00000047223.1	overlapping_locus
1	59162926	59237231	74306	-	HAVANA	gene	NA	NA	ENSMUSG00000026024.14	protein_coding	Als2	1	OTTMUSG00000021752.5	overlapping_locus
1	59256906	59352993	96088	+	HAVANA	gene	NA	NA	ENSMUSG00000026023.16	protein_coding	Cdk15	2	OTTMUSG00000029822.2	NA
1	59482424	59486955	4532	+	HAVANA	gene	NA	NA	ENSMUSG00000041075.8	protein_coding	Fzd7	2	OTTMUSG00000020777.2	NA
1	59516264	59636417	120154	+	HAVANA	gene	NA	NA	ENSMUSG00000047361.16	protein_coding	RP24-147G7.1	2	OTTMUSG00000047232.3	ncRNA_host
1	59586558	59670834	84277	-	HAVANA	gene	NA	NA	ENSMUSG00000026021.15	protein_coding	Sumo1	2	OTTMUSG00000022159.3	overlapping_locus
1	59684971	59719044	34074	+	HAVANA	gene	NA	NA	ENSMUSG00000026020.9	protein_coding	Nop58	2	OTTMUSG00000047257.4	ncRNA_host
1	59763400	59879014	115615	+	HAVANA	gene	NA	NA	ENSMUSG00000067336.6	protein_coding	Bmpr2	2	OTTMUSG00000047258.2	overlapping_locus
1	59913006	59985346	72341	+	HAVANA	gene	NA	NA	ENSMUSG00000041040.12	protein_coding	Fam117b	2	OTTMUSG00000020914.3	overlapping_locus
1	59982490	60043184	60695	-	HAVANA	gene	NA	NA	ENSMUSG00000026018.12	protein_coding	Ica1l	2	OTTMUSG00000047263.2	NA
1	60069785	60098645	28861	-	HAVANA	gene	NA	NA	ENSMUSG00000026019.15	protein_coding	Wdr12	2	OTTMUSG00000021598.8	NA
1	60098247	60153953	55707	+	HAVANA	gene	NA	NA	ENSMUSG00000026017.13	protein_coding	Carf	2	OTTMUSG00000022350.5	overlapping_locus
1	60180599	60338328	157730	+	HAVANA	gene	NA	NA	ENSMUSG00000073664.11	protein_coding	Nbeal1	2	OTTMUSG00000034193.9	NA
1	60343323	60388060	44738	+	HAVANA	gene	NA	NA	ENSMUSG00000049439.13	protein_coding	Cyp20a1	2	OTTMUSG00000021516.3	overlapping_locus
1	60409619	60481158	71540	+	HAVANA	gene	NA	NA	ENSMUSG00000026782.15	protein_coding	Abi2	1	OTTMUSG00000047318.3	NA
1	60482292	60567104	84813	-	HAVANA	gene	NA	NA	ENSMUSG00000026014.15	protein_coding	Raph1	2	OTTMUSG00000002211.13	overlapping_locus
1	60716800	60773359	56560	+	HAVANA	gene	NA	NA	ENSMUSG00000026012.2	protein_coding	Cd28	2	OTTMUSG00000002254.5	NA
1	60887000	60915832	28833	+	HAVANA	gene	NA	NA	ENSMUSG00000026011.13	protein_coding	Ctla4	2	OTTMUSG00000002278.7	overlapping_locus
1	60977927	61000320	22394	+	HAVANA	gene	NA	NA	ENSMUSG00000026009.14	protein_coding	Icos	2	OTTMUSG00000002307.2	overlapping_locus
1	61638824	62642284	1003461	+	HAVANA	gene	NA	NA	ENSMUSG00000052062.14	protein_coding	Pard3b	1	OTTMUSG00000002383.10	overlapping_locus
1	62703285	62818695	115411	+	HAVANA	gene	NA	NA	ENSMUSG00000025969.15	protein_coding	Nrp2	2	OTTMUSG00000002566.7	overlapping_locus
1	62958418	63114667	156250	-	HAVANA	gene	NA	NA	ENSMUSG00000040865.15	protein_coding	Ino80d	2	OTTMUSG00000002593.6	NA
1	63143596	63176833	33238	-	HAVANA	gene	NA	NA	ENSMUSG00000025968.16	protein_coding	Ndufs1	1	OTTMUSG00000002613.4	NA
1	63176825	63180486	3662	+	HAVANA	gene	NA	NA	ENSMUSG00000025967.16	protein_coding	Eef1b2	2	OTTMUSG00000002614.9	ncRNA_host
1	63182691	63214543	31853	-	HAVANA	gene	NA	NA	ENSMUSG00000046856.13	protein_coding	Gpr1	2	OTTMUSG00000002612.2	NA
1	63273265	63314576	41312	+	HAVANA	gene	NA	NA	ENSMUSG00000027520.15	protein_coding	Zdbf2	2	OTTMUSG00000002659.3	NA
1	63445891	63596276	150386	+	HAVANA	gene	NA	NA	ENSMUSG00000025964.15	protein_coding	Adam23	2	OTTMUSG00000002497.12	NA
1	63615968	63620819	4852	+	HAVANA	gene	NA	NA	ENSMUSG00000115378.1	protein_coding	RP23-341P11.7	2	OTTMUSG00000070278.1	NA
1	63622851	63686927	64077	-	HAVANA	gene	NA	NA	ENSMUSG00000069085.5	protein_coding	Dytn	2	OTTMUSG00000008268.2	NA
1	63698819	63730318	31500	-	HAVANA	gene	NA	NA	ENSMUSG00000025963.5	protein_coding	Mdh1b	2	OTTMUSG00000008270.1	NA
1	63730614	63754655	24042	+	HAVANA	gene	NA	NA	ENSMUSG00000025962.15	protein_coding	Fastkd2	2	OTTMUSG00000013921.2	NA
1	63754907	63769267	14361	-	HAVANA	gene	NA	NA	ENSMUSG00000025961.1	protein_coding	RP23-132J5.2	2	OTTMUSG00000013922.1	NA
1	64029447	64122282	92836	-	HAVANA	gene	NA	NA	ENSMUSG00000025959.13	protein_coding	Klf7	2	OTTMUSG00000013919.3	ncRNA_host
1	64532645	64604548	71904	+	HAVANA	gene	NA	NA	ENSMUSG00000025958.14	protein_coding	Creb1	2	OTTMUSG00000047617.1	NA
1	64606473	64617242	10770	-	HAVANA	gene	NA	NA	ENSMUSG00000025956.10	protein_coding	Mettl21a	1	OTTMUSG00000026623.1	NA
1	64690455	64725644	35190	+	HAVANA	gene	NA	NA	ENSMUSG00000070871.10	protein_coding	Ccnyl1	2	OTTMUSG00000021538.2	NA
1	64730558	64737751	7194	-	HAVANA	gene	NA	NA	ENSMUSG00000045005.9	protein_coding	Fzd5	2	OTTMUSG00000047622.1	NA
1	64785983	64956824	170842	-	HAVANA	gene	NA	NA	ENSMUSG00000051344.13	protein_coding	Plekhm3	2	OTTMUSG00000021993.5	NA
1	65012689	65032759	20071	-	HAVANA	gene	NA	NA	ENSMUSG00000025955.13	protein_coding	Akr1cl	2	OTTMUSG00000030348.3	NA
1	65048554	65051149	2596	-	HAVANA	gene	NA	NA	ENSMUSG00000070870.6	protein_coding	Cryge	2	OTTMUSG00000021574.1	NA
1	65061872	65063452	1581	-	HAVANA	gene	NA	NA	ENSMUSG00000067299.11	protein_coding	Crygd	2	OTTMUSG00000033410.2	NA
1	65071525	65073689	2165	-	HAVANA	gene	NA	NA	ENSMUSG00000025952.15	protein_coding	Crygc	2	OTTMUSG00000021759.2	NA
1	65080219	65082288	2070	-	HAVANA	gene	NA	NA	ENSMUSG00000073658.4	protein_coding	Crygb	2	OTTMUSG00000047625.1	NA
1	65100389	65103373	2985	-	HAVANA	gene	NA	NA	ENSMUSG00000044429.8	protein_coding	Cryga	2	OTTMUSG00000022111.1	overlapping_locus
1	65100619	65119558	18940	-	HAVANA	gene	NA	NA	ENSMUSG00000100846.1	protein_coding	RP23-348D4.2	2	OTTMUSG00000026624.4	overlapping_locus
1	65105285	65123214	17930	-	HAVANA	gene	NA	NA	ENSMUSG00000044816.10	protein_coding	AC101869.3	2	OTTMUSG00000047693.1	overlapping_locus
1	65158616	65186500	27885	-	HAVANA	gene	NA	NA	ENSMUSG00000025950.16	protein_coding	Idh1	2	OTTMUSG00000021898.3	NA
1	65186683	65278695	92013	+	HAVANA	gene	NA	NA	ENSMUSG00000025949.16	protein_coding	Pikfyve	2	OTTMUSG00000047694.2	NA
1	65282056	65389244	107189	+	HAVANA	gene	NA	NA	ENSMUSG00000025946.13	protein_coding	Pth2r	2	OTTMUSG00000022339.2	NA
1	65926520	65928307	1788	+	HAVANA	gene	NA	NA	ENSMUSG00000025945.11	protein_coding	Crygf	2	OTTMUSG00000024984.3	NA
1	66175273	66442583	267311	+	HAVANA	gene	NA	NA	ENSMUSG00000015222.17	protein_coding	Map2	2	OTTMUSG00000016448.12	ncRNA_host
1	66468367	66699148	230782	+	HAVANA	gene	NA	NA	ENSMUSG00000055567.18	protein_coding	Unc80	2	OTTMUSG00000026091.8	NA
1	66700831	66719805	18975	+	HAVANA	gene	NA	NA	ENSMUSG00000026005.15	protein_coding	Rpe	2	OTTMUSG00000021851.3	NA
1	66719248	66817562	98315	-	HAVANA	gene	NA	NA	ENSMUSG00000026004.15	protein_coding	Kansl1l	2	OTTMUSG00000025009.4	overlapping_locus
1	66830839	66863277	32439	-	HAVANA	gene	NA	NA	ENSMUSG00000026003.5	protein_coding	Acadl	2	OTTMUSG00000026221.1	overlapping_locus
1	66924295	66945404	21110	-	HAVANA	gene	NA	NA	ENSMUSG00000061816.15	protein_coding	Myl1	2	OTTMUSG00000026242.6	NA
1	67000517	67038872	38356	-	HAVANA	gene	NA	NA	ENSMUSG00000026000.16	protein_coding	Lancl1	2	OTTMUSG00000021584.4	NA
1	67123026	67231259	108234	+	HAVANA	gene	NA	NA	ENSMUSG00000025991.8	protein_coding	Cps1	2	OTTMUSG00000026539.2	NA
1	68032186	69108059	1075874	-	HAVANA	gene	NA	NA	ENSMUSG00000062209.15	protein_coding	Erbb4	2	OTTMUSG00000025138.3	overlapping_locus
1	69531214	69687245	156032	-	HAVANA	gene	NA	NA	ENSMUSG00000025997.13	protein_coding	Ikzf2	1	OTTMUSG00000047132.2	overlapping_locus
1	69826970	70725132	898163	+	HAVANA	gene	NA	NA	ENSMUSG00000053153.14	protein_coding	Spag16	2	OTTMUSG00000034211.4	ncRNA_host
1	70725715	70885397	159683	+	HAVANA	gene	NA	NA	ENSMUSG00000045648.15	protein_coding	Vwc2l	1	OTTMUSG00000026625.1	NA
1	71027498	71103146	75649	-	HAVANA	gene	NA	NA	ENSMUSG00000026196.7	protein_coding	Bard1	2	OTTMUSG00000030938.3	overlapping_locus
1	71242276	71414910	172635	-	HAVANA	gene	NA	NA	ENSMUSG00000050296.14	protein_coding	Abca12	2	OTTMUSG00000048805.1	NA
1	71557150	71579631	22482	+	HAVANA	gene	NA	NA	ENSMUSG00000026192.13	protein_coding	Atic	2	OTTMUSG00000033605.2	NA
1	71585520	71653200	67681	-	HAVANA	gene	NA	NA	ENSMUSG00000026193.15	protein_coding	Fn1	2	OTTMUSG00000048807.4	NA
1	72159442	72212307	52866	-	HAVANA	gene	NA	NA	ENSMUSG00000039395.8	protein_coding	Mreg	2	OTTMUSG00000049069.1	NA
1	72259167	72284314	25148	-	HAVANA	gene	NA	NA	ENSMUSG00000026189.13	protein_coding	Pecr	2	OTTMUSG00000026657.2	NA
1	72284369	72303104	18736	+	HAVANA	gene	NA	NA	ENSMUSG00000026188.11	protein_coding	Tmem169	2	OTTMUSG00000026656.3	NA
1	72307421	72394952	87532	+	ENSEMBL	gene	NA	NA	ENSMUSG00000026187.8	protein_coding	Xrcc5	3	NA	NA
1	72427112	72536930	109819	-	HAVANA	gene	NA	NA	ENSMUSG00000039372.5	protein_coding	March4	2	OTTMUSG00000026658.1	NA
1	72583251	72633134	49884	+	HAVANA	gene	NA	NA	ENSMUSG00000039354.16	protein_coding	Smarcal1	2	OTTMUSG00000021499.4	NA
1	72642980	72700579	57600	-	HAVANA	gene	NA	NA	ENSMUSG00000039342.5	protein_coding	Ankar	2	OTTMUSG00000061672.2	NA
1	72711290	72713813	2524	+	HAVANA	gene	NA	NA	ENSMUSG00000046330.10	protein_coding	Rpl37a	2	OTTMUSG00000061689.2	NA
1	72824503	72852474	27972	+	HAVANA	gene	NA	NA	ENSMUSG00000039323.18	protein_coding	Igfbp2	2	OTTMUSG00000029573.1	NA
1	72857932	72874884	16953	-	HAVANA	gene	NA	NA	ENSMUSG00000026185.8	protein_coding	Igfbp5	2	OTTMUSG00000017306.1	NA
1	73015074	73015909	836	-	HAVANA	gene	NA	NA	ENSMUSG00000026182.6	protein_coding	Tnp1	2	OTTMUSG00000048231.1	NA
1	73910231	74124449	214219	-	HAVANA	gene	NA	NA	ENSMUSG00000055322.15	protein_coding	Tns1	1	OTTMUSG00000047279.7	NA
1	74125541	74148223	22683	+	HAVANA	gene	NA	NA	ENSMUSG00000061815.11	protein_coding	Rufy4	2	OTTMUSG00000026659.3	NA
1	74153989	74161246	7258	+	HAVANA	gene	NA	NA	ENSMUSG00000026180.8	protein_coding	Cxcr2	2	OTTMUSG00000047665.1	NA
1	74191785	74194631	2847	-	HAVANA	gene	NA	NA	ENSMUSG00000048480.5	protein_coding	Cxcr1	2	OTTMUSG00000021550.2	NA
1	74236084	74268209	32126	+	HAVANA	gene	NA	NA	ENSMUSG00000006304.14	protein_coding	Arpc2	1	OTTMUSG00000016449.5	NA
1	74278550	74279624	1075	+	HAVANA	gene	NA	NA	ENSMUSG00000064272.3	protein_coding	Gpbar1	2	OTTMUSG00000047666.1	NA
1	74279840	74284738	4899	-	HAVANA	gene	NA	NA	ENSMUSG00000006299.13	protein_coding	Aamp	2	OTTMUSG00000047667.2	NA
1	74284930	74353694	68765	+	HAVANA	gene	NA	NA	ENSMUSG00000026179.14	protein_coding	Pnkd	2	OTTMUSG00000021729.3	overlapping_locus
1	74288247	74305622	17376	-	HAVANA	gene	NA	NA	ENSMUSG00000006301.17	protein_coding	Tmbim1	2	OTTMUSG00000021738.2	NA
1	74362108	74369321	7214	+	HAVANA	gene	NA	NA	ENSMUSG00000073650.8	protein_coding	Catip	2	OTTMUSG00000026692.4	NA
1	74375195	74386062	10868	+	HAVANA	gene	NA	NA	ENSMUSG00000026177.11	protein_coding	Slc11a1	1	OTTMUSG00000016632.2	NA
1	74391509	74397285	5777	+	HAVANA	gene	NA	NA	ENSMUSG00000026176.13	protein_coding	Ctdsp1	2	OTTMUSG00000021740.5	ncRNA_host
1	74409376	74435559	26184	+	HAVANA	gene	NA	NA	ENSMUSG00000026175.12	protein_coding	Vil1	2	OTTMUSG00000021741.3	NA
1	74435511	74544284	108774	-	HAVANA	gene	NA	NA	ENSMUSG00000033364.13	protein_coding	Usp37	2	OTTMUSG00000047946.4	overlapping_locus
1	74506058	74530842	24785	+	HAVANA	gene	NA	NA	ENSMUSG00000026174.9	protein_coding	Rqcd1	2	OTTMUSG00000021742.2	NA
1	74542888	74567794	24907	+	HAVANA	gene	NA	NA	ENSMUSG00000026173.15	protein_coding	Plcd4	2	OTTMUSG00000021578.3	NA
1	74565127	74588246	23120	-	HAVANA	gene	NA	NA	ENSMUSG00000026135.17	protein_coding	Zfp142	2	OTTMUSG00000021744.3	ncRNA_host
1	74588289	74592443	4155	+	HAVANA	gene	NA	NA	ENSMUSG00000026172.12	protein_coding	Bcs1l	2	OTTMUSG00000021745.1	NA
1	74593748	74601397	7650	-	HAVANA	gene	NA	NA	ENSMUSG00000026171.12	protein_coding	Rnf25	2	OTTMUSG00000021746.19	NA
1	74601445	74636894	35450	+	HAVANA	gene	NA	NA	ENSMUSG00000033276.18	protein_coding	Stk36	2	OTTMUSG00000021747.4	NA
1	74661745	74703730	41986	+	HAVANA	gene	NA	NA	ENSMUSG00000033257.14	protein_coding	Ttll4	1	OTTMUSG00000021753.3	NA
1	74713574	74737892	24319	+	HAVANA	gene	NA	NA	ENSMUSG00000026170.6	protein_coding	Cyp27a1	2	OTTMUSG00000048252.1	NA
1	74738922	74749221	10300	-	HAVANA	gene	NA	NA	ENSMUSG00000006542.13	protein_coding	Prkag3	2	OTTMUSG00000034607.3	NA
1	74771892	74785322	13431	+	HAVANA	gene	NA	NA	ENSMUSG00000033227.7	protein_coding	Wnt6	2	OTTMUSG00000048253.1	NA
1	74791516	74804179	12664	+	HAVANA	gene	NA	NA	ENSMUSG00000026167.14	protein_coding	Wnt10a	2	OTTMUSG00000020879.2	NA
1	74854934	74857732	2799	+	HAVANA	gene	NA	NA	ENSMUSG00000090071.4	protein_coding	Cdk5r2	2	OTTMUSG00000034759.2	overlapping_locus
1	74881509	74885419	3911	-	HAVANA	gene	NA	NA	ENSMUSG00000055197.4	protein_coding	Fev	2	OTTMUSG00000034755.1	NA
1	74889934	74893143	3210	-	HAVANA	gene	NA	NA	ENSMUSG00000006546.3	protein_coding	Cryba2	2	OTTMUSG00000020843.3	NA
